英雄ID	英雄名称	形象ID	品质	等级	默认武学ID；等级	性别（1：男；2：女）	气血	武力	内力	身法	防御	命中	闪避	暴击	抗暴	会心	武学释放概率	武学破坏力百分比	被攻击时化解概率	化解时减伤伤害	攻击时被化解概率	被化解时损失伤害	初始金刚	初始无序	初始反击	普通攻击效果	普通攻击帧频
100548	上忍	guai3	1	140	300002;3	1	2174	1131	1198	1172	592	80	8	71	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100549	上忍	guai4	1	140	300002;3	2	2174	1130	1198	1172	592	80	8	71	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100550	上忍	guai3	1	143	300002;3	1	2219	1153	1222	1195	604	81	8	72	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100551	上忍	guai4	1	143	300000;3	2	2219	1154	1222	1195	604	81	8	72	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100552	上忍	guai3	1	143	300000;3	1	2219	1153	1222	1195	604	81	8	72	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100553	上忍	guai4	1	143	200001;3	2	2219	1152	1222	1195	604	81	8	72	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100554	上忍	guai3	1	143	200002;3	1	2219	1152	1222	1195	604	81	8	72	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100555	上忍	guai4	1	143	200001;3	2	2219	1152	1222	1195	604	81	8	72	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100556	上忍	guai3	1	145	200002;3	1	2248	1169	1238	1211	611	82	8	73	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100557	上忍	guai4	1	145	200001;3	2	2248	1169	1238	1211	611	82	8	73	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100558	上忍	guai3	1	145	300000;3	1	2248	1169	1238	1211	611	82	8	73	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100559	上忍	guai4	1	145	300000;3	2	2248	1169	1238	1211	611	82	8	73	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100560	上忍	guai3	1	145	300002;3	1	2248	1168	1238	1211	611	82	8	73	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100561	上忍	guai4	1	145	100003;3	2	2248	1168	1238	1211	611	82	8	73	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100562	上忍	guai3	1	145	100003;3	1	2248	1168	1238	1211	611	82	8	73	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100563	上忍	guai4	1	145	100003;3	2	2248	1168	1238	1211	611	82	8	73	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100564	上忍	guai3	1	148	200001;3	1	2292	1191	1263	1234	623	84	8	75	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100565	上忍	guai4	1	148	200002;3	2	2292	1191	1263	1234	623	84	8	75	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100566	上忍	guai3	1	148	200001;3	1	2292	1192	1263	1234	623	84	8	75	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100567	上忍	guai4	1	150	200001;3	2	2322	1208	1279	1250	631	85	8	76	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100568	上忍	guai3	1	150	200001;3	1	2322	1206	1279	1250	631	85	8	76	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100569	上忍	guai4	1	150	300002;3	2	2322	1207	1279	1250	631	85	8	76	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100570	上忍	guai3	1	150	200002;3	1	2322	1206	1279	1250	631	85	8	76	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100571	上忍	guai4	1	150	200001;3	2	2322	1208	1279	1250	631	85	8	76	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100572	上忍	guai3	1	153	300002;4	1	2366	1228	1304	1273	643	86	8	77	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100573	上忍	guai4	1	153	300002;4	2	2366	1229	1304	1273	643	86	8	77	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100574	上忍	guai3	1	153	200001;4	1	2366	1230	1304	1273	643	86	8	77	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100575	上忍	guai4	1	153	300003;4	2	2366	1228	1304	1273	643	86	8	77	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100576	上忍	guai3	1	153	300003;4	1	2366	1230	1304	1273	643	86	8	77	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100577	上忍	guai4	1	153	300003;4	2	2366	1228	1304	1273	643	86	8	77	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100578	上忍	guai3	1	155	300002;4	1	2396	1246	1320	1289	651	87	8	78	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100579	上忍	guai4	1	155	300002;4	2	2396	1244	1320	1289	651	87	8	78	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100580	上忍	guai3	1	155	300002;4	1	2396	1245	1320	1289	651	87	8	78	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100581	上忍	guai4	1	158	200001;4	2	2440	1269	1345	1312	663	89	8	80	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100582	上忍	guai3	1	158	200001;4	1	2440	1267	1345	1312	663	89	8	80	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100583	上忍	guai4	1	160	300002;4	2	2470	1282	1361	1328	671	90	9	81	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100584	上忍	guai3	1	160	100003;4	1	2470	1282	1361	1328	671	90	9	81	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100585	上忍	guai4	1	160	300002;4	2	2470	1283	1361	1328	671	90	9	81	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100586	上忍	guai3	1	160	300002;4	1	2470	1284	1361	1328	671	90	9	81	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100587	上忍	guai4	1	160	300002;4	2	2470	1283	1361	1328	671	90	9	81	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100588	上忍	guai3	1	160	300002;4	1	2470	1284	1361	1328	671	90	9	81	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100589	上忍	guai4	1	160	100003;4	2	2470	1282	1361	1328	671	90	9	81	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100590	上忍	guai3	1	160	300002;4	1	2470	1284	1361	1328	671	90	9	81	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100591	上忍	guai4	1	160	100003;4	2	2470	1284	1361	1328	671	90	9	81	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100592	上忍	guai3	1	163	100003;4	1	2514	1307	1385	1351	683	91	9	82	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100593	上忍	guai4	1	163	100003;4	2	2514	1307	1385	1351	683	91	9	82	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100594	上忍	guai3	1	163	100003;4	1	2514	1306	1385	1351	683	91	9	82	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100595	上忍	guai4	1	165	100003;4	2	2543	1321	1402	1366	691	92	9	83	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100596	上忍	guai3	1	165	100003;4	1	2543	1322	1402	1366	691	92	9	83	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100597	上忍	guai4	1	165	100003;4	2	2543	1321	1402	1366	691	92	9	83	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100598	上忍	guai3	1	170	100003;4	1	2617	1358	1443	1405	710	95	9	86	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100599	上忍	guai4	1	170	100001;4	2	2617	1359	1443	1405	710	95	9	86	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100600	上忍	guai3	1	170	100001;4	1	2617	1360	1443	1405	710	95	9	86	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100601	上忍	guai4	1	173	100001;4	2	2661	1383	1467	1429	722	96	9	87	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100602	上忍	guai3	1	173	100003;4	1	2661	1382	1467	1429	722	96	9	87	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100603	上忍	guai4	1	173	100001;4	2	2661	1383	1467	1429	722	96	9	87	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100604	上忍	guai3	1	173	100002;4	1	2661	1381	1467	1429	722	96	9	87	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100605	上忍	guai4	1	173	200003;4	2	2661	1381	1467	1429	722	96	9	87	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100606	上忍	guai3	1	173	100002;4	1	2661	1383	1467	1429	722	96	9	87	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100607	上忍	guai4	1	173	100003;4	2	2661	1381	1467	1429	722	96	9	87	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100608	上忍	guai3	1	173	100003;4	1	2661	1382	1467	1429	722	96	9	87	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100609	上忍	guai4	1	173	100003;4	2	2661	1382	1467	1429	722	96	9	87	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100610	上忍	guai3	1	173	100003;4	1	2661	1382	1467	1429	722	96	9	87	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100611	上忍	guai4	1	173	100001;4	2	2661	1381	1467	1429	722	96	9	87	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100612	上忍	guai3	1	175	100001;4	1	2691	1397	1483	1444	730	97	9	88	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100613	上忍	guai4	1	175	100003;4	2	2691	1397	1483	1444	730	97	9	88	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100614	上忍	guai3	1	175	100001;4	1	2691	1396	1483	1444	730	97	9	88	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100615	上忍	guai4	1	178	100003;4	2	5470	2838	1508	1468	1484	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100616	上忍	guai3	1	178	100003;4	1	5470	2840	1508	1468	1484	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100617	上忍	guai4	1	178	100001;4	2	5470	2840	1508	1468	1484	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100618	上忍	guai3	1	178	100003;4	1	2735	1421	1508	1468	742	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100619	上忍	guai4	1	178	300002;4	2	2735	1421	1508	1468	742	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100620	上忍	guai3	1	178	100003;4	1	2735	1419	1508	1468	742	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100621	上忍	guai4	1	178	200002;4	2	2735	1420	1508	1468	742	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100622	上忍	guai3	1	178	200002;4	1	2735	1421	1508	1468	742	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100623	上忍	guai4	1	178	200002;4	2	2735	1419	1508	1468	742	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100624	上忍	guai3	1	178	300002;4	1	2735	1419	1508	1468	742	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100625	上忍	guai4	1	178	300000;4	2	5470	2838	1508	1468	1484	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100626	上忍	guai3	1	178	300000;4	1	2735	1420	1508	1468	742	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100627	上忍	guai4	1	178	300002;4	2	2735	1421	1508	1468	742	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100628	上忍	guai3	1	178	300002;4	1	2735	1420	1508	1468	742	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100629	上忍	guai4	1	178	300002;4	2	2735	1421	1508	1468	742	99	9	90	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100630	下忍	guai2	1	3	110009;1	1	185	93	86	136	72	12	12	12	6	6	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100631	下忍	guai5	1	5	110001;1	2	224	108	107	156	84	13	13	13	6	6	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100632	下忍	guai2	1	5	110003;1	1	224	109	107	156	84	13	13	13	6	6	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100633	下忍	guai5	1	5	110009;1	2	224	109	107	156	84	13	13	13	6	6	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100634	下忍	guai2	1	8	110007;1	1	282	136	138	186	101	16	16	16	8	8	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100635	下忍	guai5	1	8	110003;1	2	282	135	138	186	101	16	16	16	8	8	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100636	下忍	guai2	1	10	110000;1	1	322	151	158	206	113	17	17	17	8	8	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100637	下忍	guai5	1	13	110002;1	2	380	178	189	236	130	19	19	19	9	9	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100638	下忍	guai2	1	13	110000;1	1	380	178	189	236	130	19	19	19	9	9	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100639	下忍	guai5	1	15	110006;1	2	421	195	211	258	142	21	21	21	10	10	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100640	下忍	guai2	1	15	110009;1	1	421	197	211	258	142	21	21	21	10	10	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100641	下忍	guai5	1	20	110000;1	2	531	248	270	315	175	25	25	25	12	12	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100642	下忍	guai2	1	23	110007;1	1	598	277	306	350	195	27	27	27	13	13	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100643	下忍	guai5	1	23	110001;1	2	598	278	306	350	195	27	27	27	13	13	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100644	下忍	guai2	1	28	110004;1	1	714	333	369	410	229	31	31	31	15	15	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100645	下忍	guai5	1	30	110005;1	2	761	357	395	435	242	32	32	32	16	16	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100646	下忍	guai2	1	33	110007;1	1	833	390	435	473	264	34	34	34	17	17	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100647	下忍	guai5	1	35	110009;1	2	882	414	461	499	278	36	36	36	18	18	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100648	下忍	guai2	1	38	110000;1	1	956	450	502	538	300	38	38	38	19	19	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100649	下忍	guai5	1	38	110005;1	2	956	449	502	538	300	38	38	38	19	19	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100650	下忍	guai2	1	38	110008;1	1	956	449	502	538	300	38	38	38	19	19	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100651	下忍	guai5	1	40	110001;1	2	1006	475	530	564	314	40	40	40	20	20	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100652	中忍	guai1	1	43	110011;1	1	1083	510	572	605	337	42	42	42	21	21	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100653	中忍	guai6	1	45	110006;1	2	1135	537	601	632	352	43	43	43	21	21	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100654	中忍	guai1	1	48	110001;1	1	1213	577	645	674	375	46	46	46	23	23	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100655	中忍	guai6	1	48	110003;1	2	1213	576	645	674	375	46	46	46	23	23	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100656	中忍	guai1	1	50	110008;1	1	1267	603	674	702	391	47	47	47	23	23	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100657	中忍	guai6	1	53	110002;2	2	1338	636	714	739	412	49	49	49	24	24	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100658	中忍	guai1	1	53	110002;2	1	1338	636	714	739	412	49	49	49	24	24	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100659	中忍	guai6	1	55	110011;2	2	1383	657	738	763	425	51	51	51	25	25	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100660	中忍	guai1	1	58	110002;2	1	1450	689	774	798	445	53	53	53	26	26	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100661	中忍	guai6	1	60	110006;2	2	1495	708	798	821	458	55	55	55	27	27	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100662	中忍	guai1	1	60	110008;2	1	1495	709	798	821	458	55	55	55	27	27	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100663	中忍	guai6	1	63	110000;2	2	1562	739	834	856	478	57	57	57	28	28	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100664	中忍	guai1	1	65	110007;2	1	1606	760	859	879	491	58	58	58	29	29	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100665	中忍	guai6	1	68	110008;2	2	1673	792	895	914	511	61	61	61	30	30	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100666	中忍	guai1	1	70	110004;2	1	1718	812	919	937	524	62	62	62	31	31	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100667	中忍	guai6	1	70	110010;2	2	1718	813	919	937	524	62	62	62	31	31	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100668	中忍	guai1	1	73	110011;2	1	1785	845	955	972	543	64	64	64	32	32	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100669	中忍	guai6	1	70	110009;2	2	1718	813	919	937	524	62	62	62	31	31	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100670	中忍	guai1	1	75	110008;2	1	1830	865	979	996	557	66	66	66	33	33	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100671	中忍	guai6	1	75	110000;2	2	1830	866	979	996	557	66	66	66	33	33	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100672	中忍	guai1	1	80	110009;2	1	1941	918	1040	1054	590	70	70	70	35	35	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100673	中忍	guai6	1	83	110007;2	2	2008	947	1076	1089	609	72	72	72	36	36	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100674	中忍	guai1	1	85	110000;2	1	2053	968	1100	1112	622	73	73	73	36	36	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100675	中忍	guai6	1	88	110007;2	2	2120	1002	1136	1147	642	76	76	76	38	38	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100676	中忍	guai1	1	90	110011;2	1	2165	1020	1161	1171	655	77	77	77	38	38	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100677	中忍	guai6	1	93	110009;2	2	2232	1053	1197	1206	675	79	79	79	39	39	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100678	中忍	guai1	1	93	110008;2	1	2232	1054	1197	1206	675	79	79	79	39	39	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100679	中忍	guai6	1	93	110007;2	2	2232	1054	1197	1206	675	79	79	79	39	39	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100680	中忍	guai1	1	95	110001;2	1	2276	1074	1221	1229	688	81	81	81	40	40	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100681	中忍	guai6	1	95	110002;2	2	2276	1072	1221	1229	688	81	81	81	40	40	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100682	中忍	guai1	1	98	110004;2	1	2343	1105	1257	1264	708	83	83	83	41	41	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100683	中忍	guai6	1	98	110003;2	2	2343	1106	1257	1264	708	83	83	83	41	41	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100684	中忍	guai1	1	100	110006;2	1	2388	1124	1281	1287	721	85	85	85	42	42	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100685	中忍	guai6	1	100	110005;2	2	2388	1124	1281	1287	721	85	85	85	42	42	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100686	中忍	guai1	1	103	110009;3	1	2455	1156	1318	1322	741	87	87	87	43	43	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100687	中忍	guai6	1	105	110001;3	2	2500	1176	1342	1345	754	88	88	88	44	44	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100688	上忍	guai3	1	110	110009;3	1	2612	1228	1402	1404	787	92	92	92	46	46	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100689	上忍	guai4	1	113	110002;3	2	2679	1262	1438	1439	807	94	94	94	47	47	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100690	上忍	guai3	1	115	110007;3	1	2723	1281	1463	1462	820	96	96	96	48	48	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100691	上忍	guai4	1	120	110002;3	2	2835	1334	1523	1520	853	100	100	100	50	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100692	上忍	guai3	1	120	110004;3	1	2835	1334	1523	1520	853	100	100	100	50	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100693	上忍	guai4	1	120	110007;3	2	2835	1332	1523	1520	853	100	100	100	50	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100694	上忍	guai3	1	120	110006;3	1	2835	1333	1523	1520	853	100	100	100	50	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100695	上忍	guai4	1	120	110003;3	2	2835	1332	1523	1520	853	100	100	100	50	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100696	上忍	guai3	1	120	110007;3	1	2835	1333	1523	1520	853	100	100	100	50	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100697	上忍	guai4	1	120	110003;3	2	2835	1332	1523	1520	853	100	100	100	50	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100698	上忍	guai3	1	120	110004;3	1	2835	1334	1523	1520	853	100	100	100	50	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100699	上忍	guai4	1	120	110005;3	2	2835	1332	1523	1520	853	100	100	100	50	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100700	上忍	guai3	1	120	110011;3	1	2835	1333	1523	1520	853	100	100	100	50	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100701	上忍	guai4	1	123	110011;3	2	2902	1366	1559	1555	873	102	102	102	51	51	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100702	上忍	guai3	1	123	110009;3	1	2902	1366	1559	1555	873	102	102	102	51	51	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100703	上忍	guai4	1	123	110005;3	2	2902	1365	1559	1555	873	102	102	102	51	51	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100704	上忍	guai3	1	125	110002;3	1	2947	1386	1583	1579	886	103	103	103	51	51	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100705	上忍	guai4	1	125	110008;3	2	2947	1386	1583	1579	886	103	103	103	51	51	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100706	上忍	guai3	1	125	110000;3	1	2947	1385	1583	1579	886	103	103	103	51	51	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100707	上忍	guai4	1	125	110005;3	2	2947	1386	1583	1579	886	103	103	103	51	51	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100708	上忍	guai3	1	128	110011;3	1	3014	1417	1620	1614	905	106	106	106	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100709	上忍	guai4	1	130	110005;3	2	3058	1439	1644	1637	919	107	107	107	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100710	上忍	guai3	1	130	110009;3	1	3058	1439	1644	1637	919	107	107	107	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100711	上忍	guai4	1	130	110003;3	2	3058	1438	1644	1637	919	107	107	107	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100712	上忍	guai3	1	130	110011;3	1	3058	1438	1644	1637	919	107	107	107	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100713	上忍	guai4	1	130	110009;3	2	3058	1437	1644	1637	919	107	107	107	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100714	上忍	guai3	1	130	110003;3	1	3058	1438	1644	1637	919	107	107	107	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100715	上忍	guai4	1	130	110009;3	2	3058	1438	1644	1637	919	107	107	107	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100716	上忍	guai3	1	130	110004;3	1	3058	1437	1644	1637	919	107	107	107	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100717	上忍	guai4	1	130	110000;3	2	3058	1437	1644	1637	919	107	107	107	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100718	上忍	guai3	1	130	110002;3	1	3058	1439	1644	1637	919	107	107	107	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100719	上忍	guai4	1	130	110004;3	2	3058	1438	1644	1637	919	107	107	107	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100720	上忍	guai3	1	130	110002;3	1	3058	1437	1644	1637	919	107	107	107	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100721	上忍	guai4	1	133	110010;3	2	3125	1470	1680	1672	938	109	109	109	54	54	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100722	上忍	guai3	1	133	110005;3	1	3125	1468	1680	1672	938	109	109	109	54	54	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
